accession_a,accession_b,minhash_jaccard_21mer
GCF_028227635.1,GCF_053901235.1,0.07981476436938165
GCF_003515915.2,GCF_015475955.1,0.07979302832244009
GCF_014249995.1,GCF_012974125.1,0.07958287596048298
GCF_042238405.1,GCF_055690575.1,0.07946651847735482
GCF_021459925.1,GCF_012974105.1,0.07939972714870396
GCF_048564955.1,GCF_001456295.2,0.07924016282225238
GCF_012974145.1,GCF_042243345.1,0.07920792079207921
GCF_028227635.1,GCF_012974145.1,0.07902652447361225
GCF_055959555.1,GCF_012974145.1,0.07900492072170585
GCF_053901445.1,GCF_032594475.1,0.07879616963064295
GCF_042239545.1,GCF_053901235.1,0.07873154729360306
GCF_029962065.1,GCF_001456195.2,0.07869742198100407
GCF_055766035.1,GCF_032594455.1,0.07858117326057298
GCF_050157125.1,GCF_032594475.1,0.07841530054644809
GCF_055959555.1,GCF_003515915.2,0.07815904139433551
GCF_053901445.1,GCF_042239055.1,0.07809050772626931
GCF_055959555.1,GCF_042237065.1,0.07792207792207792
GCF_011801475.1,GCF_003515915.2,0.07771739130434782
GCF_042239545.1,GCF_050157125.1,0.07766190998902305
GCF_029962065.1,GCF_002954205.1,0.07738095238095238
GCF_055764455.1,GCF_055690575.1,0.07732670533001933
GCF_012974145.1,GCF_003515915.2,0.07725788900979326
GCF_055959565.1,GCF_055690575.1,0.07721796276013143
GCF_028891345.1,GCF_042239055.1,0.0771554091158704
GCF_053901445.1,GCF_042239545.1,0.0771554091158704
GCF_014249995.1,GCF_042239545.1,0.07692307692307693
GCF_055764455.1,GCF_028226975.1,0.07679603633360858
GCF_012974125.1,GCF_032594475.1,0.07675438596491228
GCF_053901445.1,GCF_012974145.1,0.07673402512288367
GCF_028227635.1,GCF_015475955.1,0.07656675749318802
GCF_042239055.1,GCF_053901235.1,0.07641741988496302
GCF_050157125.1,GCF_042237735.1,0.07607192254495158
GCF_021459925.1,GCF_042237065.1,0.07596685082872928
GCF_021459925.1,GCF_042238405.1,0.07594587130626898
GCF_042238405.1,GCF_028226975.1,0.07594587130626898
GCF_001456195.2,GCF_053901285.1,0.07590132827324478
GCF_021459925.1,GCF_053901235.1,0.07581521739130435
GCF_055959565.1,GCF_042237065.1,0.07573671164968328
GCF_055959565.1,GCF_012974125.1,0.07549234135667396
GCF_055766035.1,GCF_055959275.1,0.07546145494028231
GCF_042239055.1,GCF_028226975.1,0.07546130542550261
GCF_021459925.1,GCF_042239545.1,0.07542512342292924
GCF_055959275.1,GCF_003515915.2,0.07533875338753387
GCF_028227275.1,GCF_042237735.1,0.07528369775809576
GCF_014249995.1,GCF_053901235.1,0.0752571737953438
GCF_042237065.1,GCF_032594455.1,0.07524807056229327
GCF_029962045.1,GCF_029962025.1,0.0751900108577633
GCF_002117875.1,GCF_001456195.2,0.07511483382869495
GCF_042239055.1,GCF_055690575.1,0.07509663169519602
GCF_050157125.1,GCF_042237065.1,0.074951777349132
GCF_055764455.1,GCF_042237735.1,0.07486779849707766
GCF_053901445.1,GCF_012974125.1,0.0747945205479452
GCF_021459925.1,GCF_055764455.1,0.07472527472527472
GCF_028891345.1,GCF_042243345.1,0.07454942654287275
GCF_055959275.1,GCF_050157125.1,0.07443629448519425
GCF_055959555.1,GCF_055690575.1,0.07437790538692918
GCF_042237065.1,GCF_032594475.1,0.07433920704845814
GCF_028227275.1,GCF_015475955.1,0.07430593358737071
GCF_028227275.1,GCF_042239055.1,0.07425742574257425
GCF_055766035.1,GCF_015475955.1,0.07406402604449268
GCF_028227635.1,GCF_012974125.1,0.07385120350109409
GCF_021459925.1,GCF_015475955.1,0.07374149659863946
GCF_012974145.1,GCF_028226975.1,0.07354944156905475
GCF_028227635.1,GCF_042237065.1,0.07349298100743187
GCF_012974145.1,GCF_032594455.1,0.07342942616263258
GCF_021459925.1,GCF_012974125.1,0.07336435806186696
GCF_002954205.1,GCF_001456195.2,0.07333513076300889
GCF_055764455.1,GCF_015475955.1,0.07330415754923414
GCF_050157125.1,GCF_012974125.1,0.07324405575293796
GCF_053901445.1,GCF_042238405.1,0.07323788546255507
GCF_050157125.1,GCF_053901235.1,0.07307171853856563
GCF_050157125.1,GCF_015475955.1,0.0730382840076025
GCF_042239545.1,GCF_055764455.1,0.07292239955971382
GCF_002954205.1,GCF_048564955.1,0.07281553398058252
GCF_055959565.1,GCF_055764455.1,0.07273721629751162
GCF_029962065.1,GCF_002117875.1,0.07248720021557532
GCF_028891345.1,GCF_012974125.1,0.07242036482439423
GCF_014249995.1,GCF_012974105.1,0.07241286138881384
GCF_042239545.1,GCF_032594475.1,0.07234507234507234
GCF_055764455.1,GCF_012974125.1,0.07233223322332233
GCF_042239545.1,GCF_004023395.2,0.0722464558342421
GCF_055766035.1,GCF_012974125.1,0.07222676478604524
GCF_042239055.1,GCF_003515915.2,0.07213114754098361
GCF_014249995.1,GCF_012974145.1,0.07212581344902386
GCF_029962025.1,GCF_048564955.1,0.07206719046328908
GCF_029962025.1,GCF_029962065.1,0.07198917456021652
GCF_055959555.1,GCF_053901235.1,0.07191132738577995
GCF_042239545.1,GCF_032594455.1,0.07177947598253274
GCF_028227275.1,GCF_012974145.1,0.07177814029363784
GCF_042237065.1,GCF_003515915.2,0.07174151150054764
GCF_014249995.1,GCF_004023395.2,0.07173795343800758
GCF_028891345.1,GCF_015475955.1,0.07164098404974317
GCF_055764455.1,GCF_053901235.1,0.07158410451823626
GCF_042238405.1,GCF_003515915.2,0.07142857142857142
GCF_012974145.1,GCF_032594475.1,0.07137042062415197
GCF_011801475.1,GCF_053901445.1,0.07135105805751492
GCF_012974125.1,GCF_042241145.1,0.0713309647444657
GCF_048564955.1,GCF_001469345.1,0.07131324004305704
GCF_028891345.1,GCF_055959275.1,0.07129354577369701
GCF_042241145.1,GCF_053901235.1,0.07117726657645466
GCF_004016315.2,GCF_004016415.2,0.07113876115769543
GCF_032594475.1,GCF_055690575.1,0.07113654946852004
GCF_028227275.1,GCF_042239545.1,0.070999453850355
GCF_011801475.1,GCF_004016415.2,0.07084910762574365
GCF_042239055.1,GCF_042241145.1,0.07076247942951179
GCF_042239545.1,GCF_028226975.1,0.07072637902785363
GCF_055766035.1,GCF_012974105.1,0.07067709738332884
GCF_028227635.1,GCF_028227275.1,0.07065217391304347
GCF_053901445.1,GCF_055690575.1,0.0706492089470813
GCF_011801475.1,GCF_032594455.1,0.07040346601678851
GCF_021459925.1,GCF_032594475.1,0.07034220532319392
GCF_050157125.1,GCF_012974105.1,0.07023230686115613
GCF_055764455.1,GCF_012974105.1,0.07018498367791078
GCF_021459925.1,GCF_012974145.1,0.07005158837903883
GCF_055764455.1,GCF_012974145.1,0.06988806988806989
GCF_012974125.1,GCF_003515915.2,0.06978007059462395
GCF_042237735.1,GCF_028226975.1,0.06967777471770863
GCF_028227275.1,GCF_011801475.1,0.06962882687618531
GCF_055766035.1,GCF_042239055.1,0.06961506961506962
GCF_028226975.1,GCF_053901235.1,0.06942193408968125
GCF_028227275.1,GCF_055959555.1,0.06918068366793272
GCF_050157125.1,GCF_042238405.1,0.06904109589041096
GCF_004016315.2,GCF_003515915.2,0.06900269541778976
GCF_042239545.1,GCF_003515915.2,0.06890938686923494
GCF_028891345.1,GCF_012974145.1,0.06884449244060475
GCF_028891345.1,GCF_053901235.1,0.06879871002418704
GCF_028891345.1,GCF_042237735.1,0.06874828814023555
GCF_028227275.1,GCF_055959275.1,0.06872294372294373
GCF_042237735.1,GCF_032594475.1,0.068662455369404
GCF_029962025.1,GCF_001456195.2,0.06853750674581759
GCF_055766035.1,GCF_042243345.1,0.06851549755301795
GCF_012974105.1,GCF_032594455.1,0.06850053937432578
GCF_053901445.1,GCF_004023395.2,0.06847090663058186
GCF_053901445.1,GCF_042237735.1,0.06846301897167996
GCF_021459925.1,GCF_042241145.1,0.06845965770171149
GCF_032594455.1,GCF_015475955.1,0.06839686401730197
GCF_028227635.1,GCF_042243345.1,0.06837374012530646
GCF_032594455.1,GCF_055690575.1,0.06824361065796629
GCF_028227635.1,GCF_012974105.1,0.06823085221143474
GCF_012974105.1,GCF_032594475.1,0.06819407008086253
GCF_055766035.1,GCF_042237065.1,0.06805138015851325
GCF_042237065.1,GCF_042241145.1,0.06801974766867801
GCF_042237735.1,GCF_003515915.2,0.06785225718194254
GCF_021459925.1,GCF_042243345.1,0.0675933496865631
GCF_028227635.1,GCF_042238405.1,0.06730506155950752
GCF_028226975.1,GCF_055690575.1,0.06719260065288357
GCF_028227275.1,GCF_055690575.1,0.06717432689692684
GCF_004016315.2,GCF_021474225.1,0.06713589604764483
GCF_028891345.1,GCF_055959555.1,0.06713399838231329
GCF_055766035.1,GCF_042237735.1,0.06708652792990143
GCF_021459925.1,GCF_055959565.1,0.06708141736543143
GCF_055766035.1,GCF_055690575.1,0.06695581458389807
GCF_028227275.1,GCF_012974105.1,0.0668643839309787
GCF_028227275.1,GCF_004016315.2,0.0667387192650635
GCF_055766035.1,GCF_042239545.1,0.06670281995661605
GCF_014249995.1,GCF_055959555.1,0.06664867781975176
GCF_055766035.1,GCF_012974145.1,0.06663069867817642
GCF_003515915.2,GCF_055690575.1,0.06655844155844155
GCF_028891345.1,GCF_004023395.2,0.06645143933279526
GCF_053901445.1,GCF_055959275.1,0.06639676113360324
GCF_028227635.1,GCF_011801475.1,0.06637884511602807
GCF_004023395.2,GCF_032594475.1,0.0663609387644996
GCF_014249995.1,GCF_042238405.1,0.0662847790507365
GCF_014249995.1,GCF_055959565.1,0.06627155172413793
GCF_042239055.1,GCF_050157125.1,0.06624863685932388
GCF_014249995.1,GCF_055690575.1,0.06608884073672806
GCF_055959555.1,GCF_050157125.1,0.06591031874662345
GCF_004023395.2,GCF_003515915.2,0.06586021505376344
GCF_053901445.1,GCF_042243345.1,0.06581452270872994
GCF_029962045.1,GCF_053901285.1,0.06577181208053691
GCF_042241145.1,GCF_055690575.1,0.06576086956521739
GCF_014249995.1,GCF_015475955.1,0.06567967698519515
GCF_021459925.1,GCF_004023395.2,0.0656224682689711
GCF_028891345.1,GCF_042241145.1,0.06553398058252427
GCF_042238405.1,GCF_032594475.1,0.06552006552006552
GCF_002117875.1,GCF_001456295.2,0.06550802139037433
GCF_032594475.1,GCF_015475955.1,0.06549865229110512
GCF_012974105.1,GCF_042241145.1,0.06546336206896551
GCF_014249995.1,GCF_055959275.1,0.06534014520032266
GCF_004023395.2,GCF_055764455.1,0.06514657980456026
GCF_053901445.1,GCF_055959565.1,0.0650296815974096
GCF_021459925.1,GCF_055959275.1,0.06499460625674218
GCF_021459925.1,GCF_042237735.1,0.06498491911159858
GCF_012974125.1,GCF_028226975.1,0.06491037479630636
GCF_012974145.1,GCF_042237735.1,0.06486042692939245
GCF_032594475.1,GCF_042243345.1,0.06485753052917231
GCF_055766035.1,GCF_042238405.1,0.06483247071642605
GCF_014249995.1,GCF_042237735.1,0.06475409836065574
GCF_055959555.1,GCF_032594475.1,0.06474237928243863
GCF_055764455.1,GCF_004016415.2,0.06455112557634933
GCF_028227275.1,GCF_042237065.1,0.06448087431693988
GCF_012974125.1,GCF_055690575.1,0.06423516603157321
GCF_028891345.1,GCF_042237065.1,0.06418275768289367
GCF_028227275.1,GCF_042238405.1,0.06417258328782087
GCF_055959555.1,GCF_055764455.1,0.06409560021727322
GCF_055766035.1,GCF_055959555.1,0.06406460296096904
GCF_042239545.1,GCF_055690575.1,0.06394557823129252
GCF_004016315.2,GCF_028891345.1,0.06385833109739737
GCF_042238405.1,GCF_032594455.1,0.06379498364231188
GCF_055764455.1,GCF_042238405.1,0.06370126304228446
GCF_029962045.1,GCF_001456195.2,0.06340288924558588
GCF_014249995.1,GCF_004016415.2,0.06337271750805586
GCF_012974125.1,GCF_032594455.1,0.06336311941510966
GCF_050157125.1,GCF_042241145.1,0.06315789473684211
GCF_028227635.1,GCF_042237735.1,0.06314926189174412
GCF_032594455.1,GCF_042243345.1,0.06314363143631437
GCF_055764455.1,GCF_021474225.1,0.06284004352557128
GCF_004023395.2,GCF_050157125.1,0.06265125033611185
GCF_004023395.2,GCF_028640715.1,0.06265060240963856
GCF_021459925.1,GCF_042239055.1,0.06258503401360545
GCF_028891345.1,GCF_055690575.1,0.06255055270962524
GCF_004016315.2,GCF_042241145.1,0.06246634356488961
GCF_004023395.2,GCF_028226975.1,0.06246634356488961
GCF_004016315.2,GCF_028226975.1,0.06216361679224973
GCF_014249995.1,GCF_042239055.1,0.062076443480618054
GCF_055959565.1,GCF_028226975.1,0.06191117092866756
GCF_028227275.1,GCF_055959565.1,0.06189451022604951
GCF_042237065.1,GCF_028226975.1,0.061886586695747
GCF_028227275.1,GCF_042241145.1,0.06180836707152497
GCF_012974105.1,GCF_028226975.1,0.06172839506172839
GCF_050157125.1,GCF_042243345.1,0.061705006765899864
GCF_055766035.1,GCF_055959565.1,0.06169527896995708
GCF_042237735.1,GCF_032594455.1,0.06168122270742358
GCF_014249995.1,GCF_011801475.1,0.06166219839142091
GCF_055959275.1,GCF_055764455.1,0.06163828061638281
GCF_042239055.1,GCF_055764455.1,0.06150902132312739
GCF_042237735.1,GCF_042237065.1,0.061275186309688104
GCF_055959565.1,GCF_032594475.1,0.061224489795918366
GCF_004023395.2,GCF_032594455.1,0.061224489795918366
GCF_028227635.1,GCF_042239545.1,0.06108108108108108
GCF_028891345.1,GCF_021474225.1,0.061021505376344085
GCF_028891345.1,GCF_042239545.1,0.06086722326959332
GCF_021474225.1,GCF_004016415.2,0.06081808396124865
GCF_011801475.1,GCF_004016315.2,0.06080900080364318
GCF_028227635.1,GCF_004023395.2,0.060671140939597315
GCF_021459925.1,GCF_055959555.1,0.06056527590847914
GCF_028226975.1,GCF_042241145.1,0.0603936370989485
GCF_055766035.1,GCF_004023395.2,0.06025709694697375
GCF_028891345.1,GCF_055959565.1,0.06019261637239166
GCF_011801475.1,GCF_028226975.1,0.060166532366371206
GCF_028227635.1,GCF_055959565.1,0.06011808910359635
GCF_055959555.1,GCF_028226975.1,0.05999461931665322
GCF_028227635.1,GCF_042239055.1,0.059907834101382486
GCF_042239055.1,GCF_032594475.1,0.059875372527770254
GCF_028226975.1,GCF_042243345.1,0.059794372294372296
GCF_042237065.1,GCF_004016415.2,0.0593656817565736
GCF_014249995.1,GCF_042241145.1,0.05932885906040269
GCF_055959555.1,GCF_032594455.1,0.05932885906040269
GCF_004016415.2,GCF_028226975.1,0.05931293612453033
GCF_055959565.1,GCF_050157125.1,0.05924932975871314
GCF_053901445.1,GCF_042241145.1,0.059219380888290714
GCF_021474225.1,GCF_042241145.1,0.05876010781671159
GCF_042239055.1,GCF_032594455.1,0.058743909041689225
GCF_055764455.1,GCF_042243345.1,0.05871160641478663
GCF_032594455.1,GCF_042241145.1,0.05858640150497178
GCF_028226975.1,GCF_015475955.1,0.05847639484978541
GCF_028227635.1,GCF_042241145.1,0.0583176565439398
GCF_042241145.1,GCF_003515915.2,0.05809906291834003
GCF_004016415.2,GCF_032594455.1,0.05808351177730193
GCF_050157125.1,GCF_021474225.1,0.05808012906695348
GCF_011801475.1,GCF_032594475.1,0.05806796895905807
GCF_028227275.1,GCF_042243345.1,0.05806103159600324
